"title","asin","brand","stars","reviewsCount","thumbnailImage","breadCrumbs","description","price","price/currency","price/value","url"
"Electric Heating Pad for Cramps, 12"" x 24"" Fast Heating Pads for Back, Neck, and Shoulder Pain Relief, 6 Heating Options, 2-Hour Auto Shut Off, Machine Washable","B0B14V5689","Freetex","4.5","126","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/61Kb0mYqtyL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B14V5689"
"BodyMed Digital Moist Heating Pad with Auto Shut Off Heating Pad for Neck and Shoulders, Back Pain and Muscle Pain Relief, 14 x 7 Inch","B001PM76JU","BodyMed","4.1","74","https://images-na.ssl-images-amazon.com/images/I/51V1lUEA-5L.__AC_SX300_SY300_QL70_ML2_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B001PM76JU"
"Boncare ONE Temperature Setting Stay On Hot Heating Pad for Cramps and Back Pain Relief Boncare 12” x 15” Small Fomentera Electrica Lumbar Moist & Dry Heat Washable Cover (Sky Blue)","B07V1GZGR4","Boncare","4.3","6453","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/61NYZHtofGL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07V1GZGR4"
"Dowin Heating Pad for Back Pain Relief - Neck/Shoulders, Portable Electric Heat Pad for Cramps, Auto Shut Off, Extra Large 12""X24"", Lake Blue","B0B5V5VQVN","Dowin","4.2","5","https://images-na.ssl-images-amazon.com/images/I/81KmKX7JzQL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B5V5VQVN"
"Heating Pad for Back Pain Relief,Electric Heating Pad for Back Pain Relief and Cramps 12""X15"" ETL Certification Softtouch 4 Heat Settings with Auto-Off,Red+Red","B09C23HGP5","Ariliya","3.6","342","https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/81VG+nyNQOL._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B09C23HGP5"
"Weighted Heating Pad for Neck and Shoulders, UTK 24""x 20"" Extra Large Heated Neck Shoulder Wrap, Electric Neck and Shoulder Heat Pad with Auto Shut Off, 6 Heat Settings,Tourmaline Beads","B09P1D2H4L","UTK","4.6","47","https://m.media-amazon.com/images/I/71Jz+iBHfYL._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B09P1D2H4L"
"Toberto Heating Pad for Back Pain Relief Ultra Soft 12""x24"" Large Electric Heating pad for Muscle Cramps Heated Pad with 6 Adjustable Temperature Settings Auto Shut Off Charcoal Grey","B09BJNPBQW","toberto","4.3","2076","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/71WgBWGd2QL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B09BJNPBQW"
"Thermotex Far Infrared Heating Pad – Professional","B003DLRIJO","Thermotex","4","8","https://images-na.ssl-images-amazon.com/images/I/31zC1qwsyhL.__AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B003DLRIJO"
"DAILYLIFE Heating Pad, 20""x24"" Cozy Electric Blanket UL Certified with Overheating Protection | 6 Heating Settings | Auto-Off | Machine Washable, Gray","B08BZHFTKH","DAILYLIFE","4.4","149","https://images-na.ssl-images-amazon.com/images/I/717sJcxWB9L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","27.99","https://www.amazon.com/dp/B08BZHFTKH"
"Heating Pad for Back Pain Relief, Large Electric Heating Pad for Neck and Shoulders Cramps, Heat Pad with Weighted Edge, 4 Heating Levels Auto Shut Off, Moist Therapy Options Washable 24""x35""","B0B4J4D47D","OCTORO","4.3","27","https://images-na.ssl-images-amazon.com/images/I/71roAYa4LgL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B4J4D47D"
"Thermophore Classic Moist Heating Pad Size Large 14"" x 27"" - Model 055","B0042PUKMW","Thermophore","4.3","115","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81TZsAxLFLL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","The Thermophore Classic Large Moist Heat Pack's patented construction directs heat inward for intense therapy, but features a cool exterior. The Thermophore Classic Large Moist Heating Pad is the original Thermophore, with a hand-held switch that lets you press for heat and release to cool down. The unique design delivers intense, moist heat to your muscles, without having to add water. It is weighted and flexible, so it conforms to your body's contours. Includes a soft fleece blend cover. Size/Application: 14 by 27 inches. The Thermophore Large/Back heat pack was designed specifically to be applied to larger areas of the body, including the entire spine, both shoulders, and the legs. Versatility makes this the most popular size.",,"$","65.35","https://www.amazon.com/dp/B0042PUKMW"
"MIGHTY BLISS Electric Heating Pad for Back Pain, Cramps, Arthritis Relief - Extra Large (XL 12""x24"") - Auto Shut Off - Heat Pad with Moist & Dry Heat Therapy Options - Hot Heated Pad - Blue","B07G2M1LBW","Mighty Bliss","4.5","110729","https://images-na.ssl-images-amazon.com/images/I/91MAnBbp1OL.__AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07G2M1LBW"
"Comfytemp 17''x33'' XXL King Size Heating Pad with Fast-Heating, Extra Large Electric Heating Pad for Back Pain Relief with 3 Heat Levels, Auto-Off, Large Heat Pad for Back/Neck/Shoulders/Abdomen/Legs","B09PR5SY33","Comfytemp","4.4","520","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/6174Rk87ZAL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","34.99","https://www.amazon.com/dp/B09PR5SY33"
"Bedsure Weighted Heating Pad with Massager - Electric Heating Pad for Back Pain Relief with Massaging Vibrations, 3 Heating Levels & 3 Massage Types, 9 Relaxing Combinations, 12” x 24”, 5lbs, Grey","B08ZSDCRZB","BEDSURE","4.4","891","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/81yAOYGFJvL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B08ZSDCRZB"
"Electric Heating Pad, 26""x25"" Extra Large Wearable Heated Pad for Neck and Shoulders Back Pain and Cramps Relief, with 6 Temperature Levels, 2 Hours Auto Shut-Off, Machine Washable","B09LQ1YPRL","Andola","4.5","2745","https://images-na.ssl-images-amazon.com/images/I/71tdDmJ6iYL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B09LQ1YPRL"
"ROYGROW Heating Pad with Massager, Electric Weighted Heating Pad for Back Neck Shoulder Pain Relief, 3 Heating Levels & 3 Massage Types, 12” x 24”, 9 Relaxing Combinations, 5lbs, Grey","B0B6B9M88Y","ROYGROW",,,"https://images-na.ssl-images-amazon.com/images/I/81cYzZQFPFL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B0B6B9M88Y"
"Weighted Heating Pad, 1.5lb Electric Heating Pad for Back Pain and Cramps Relief, 12'' x 24"" Hot Heat Pad with 3 Heat Settings | Auto-Off","B08L78TGPS","HELLOMOTO","4.5","185","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/71fIuxsVBnL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B08L78TGPS"
"Heating Pad for Back Pain Relief, EVAJOY 24"" x 29.5"" Large Size Electric Massager Heating Pad for Neck, Back, Shoulders with 3 Heat Levels, 6 Massage Settings, 2H Auto Shut-Off","B09VPH1N31","Evajoy",,,"https://images-na.ssl-images-amazon.com/images/I/71kj6J2U79L.__AC_SX300_SY300_QL70_ML2_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","59.99","https://www.amazon.com/dp/B09VPH1N31"
"UTK Heating Pad for Lower Back, Far Infrared Heating Pad for Lower Back - Heat Deeper Electric Lower Back Heating Pad, EMF Free, Auto Off, Smart Controller","B07JBBMZD8","UTK","4.4","1847","https://images-na.ssl-images-amazon.com/images/I/71N4NFLxJmL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07JBBMZD8"
"Wchiuoe Electric Heating Pad for Back Pain and Cramps Relief, Large Heat Pad with 6 Heat Settings, 2H Auto Off, Soft Flannel, Machine Washable, 17 x 33 inches","B09ZPJVG5T","Wchiuoe","4.4","197","https://images-na.ssl-images-amazon.com/images/I/91esEDYVo4L.__AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","25.49","https://www.amazon.com/dp/B09ZPJVG5T"
"Pure Enrichment® PureRelief™ XL Heating Pad for Back, Neck, and Shoulder Pain Relief - 6 InstaHeat™ Settings with LCD Controller, Auto Shut-Off, Machine-Washable,12"" x 24"" (Blue)","B01KVYTV7M","Pure Enrichment","4.5","59752","https://m.media-amazon.com/images/I/91+HWNxbp9L._AC_SY300_SX300_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B01KVYTV7M"
"Extra Large Heating Pad for Back Pain and Cramps Relief , 24""x33"" Electric Heating pad for Neck and Shoulders, Dry & Moist Heat Therapy, Fast-Heating with 6 Settings, Auto Shut-Off Hot Heated Pad","B097DCNV9B","ALLJOY","4.4","348","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81hbCpcGg-L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","49.99","https://www.amazon.com/dp/B097DCNV9B"
"Cure Choice® 3 in 1 Weighted + Massage Large Heating Pad for Back Pain Relief, Ultra Soft 12""x24"" Electric Weighted Heating pad for Muscle Cramps with Adjustable Heat & Massage Settings(12X24, Grey)","B08T13Z7RG","CURE CHOICE","4","228","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81hExENXBFL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Are your muscles and joints in pain?Cure Choice presents you with this electric weighted heating pad, designed to provide you with dry heat therapy and a soothing massage simply by pressing a button.The weighted heating pad for pain relief is 4 lbs heavy, so it feels like a warm hug.Thanks to its remote controller with the 9-foot long cord, you can choose between 9 possible combinations, since it has: 3 heat modes 3 vibration modesUse this large electric heat pad on any part of your bodyDo you have pain in your upper or lower back? Did you pull a muscle while working out? Do you suffer from muscle cramps? Do your joints hurt, especially when it’s cold and humid outside?This calming weighted heat pad is 12” x 24” large and flexible, so it will conform to your body and provide you with the most soothing heat and massage.Use it anywhere and anytimeYou can use the heating pad massager while you lie in bed, relax on the couch, or even while you work.The weighted heating pad provides you with soothing heat and a pleasant massage, so relaxing that you can fall asleep!If that happens, don’t worry. The electric pain relief heating pad has a built-in auto-shut-off technology so the heat will automatically turn off after 2 hours and the massaging vibrations will stop after 15 minutes.Do you long for relaxation and pain relief?Get Cure Choice’s electric weighted heating pad and treat your broken muscles and painful joints as they deserve to be treated.Scroll up and click ""Add to Cart"" NOW!",,,,"https://www.amazon.com/dp/B08T13Z7RG"
"GOQOTOMO Heating Pad Fast-Heating Technology for Back/Waist/Abdomen/Sh-oulder/Neck Pain and Cramps Relief - Moist and Dry Heat Therapy with Auto-Off Hot Heated Pad by-HF-G","B07X544C9D","GOQO TOMO","4.6","7380","https://images-na.ssl-images-amazon.com/images/I/71dW7p9SHTL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07X544C9D"
"Portable Electric Heating Pad,Lower Back Pain Relief USB Warming Waist Belt,3 Temperature Settings with Auto Shut Off","B082FT423Q","BUEHUO","4.4","1694","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/41RoaDcqSLS.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B082FT423Q"
"Electric Heating Pad for Back Pain Relief, 22""x 37"" Large Weighted Heating Pad for Nack and Shoulders, Heat Pad with 6 Heat Settings 4 Auto-Off, Gifts for Women Men Mom Dad (Gray)","B0B4RTCJ8N","FTOYIN",,,"https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/81NzFb4NZGL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B0B4RTCJ8N"
"Weighted Heating Pad, XL King Size Electric Hot Heated Pad for Back Pain Relief , Auto-Off, Moist & Dry Heat Therapy, for Neck, Shoulder, Menstrual Pain & Sore Muscle, Cramps Relief，12""x24"" by ZXU","B07X9K27XQ","ZXU","4.4","641","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/61CQManF3jL.__AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","29.99","https://www.amazon.com/dp/B07X9K27XQ"
"Large Electric Heating Pad for Neck and Shoulders, ALLJOY Heated Neck Wrap for Back Pain Relief, Fast Heating with Machine Washable, Auto Shut Off, Gray 25""x18''","B09YRM2VVT","ALLJOY","4.4","52","https://images-na.ssl-images-amazon.com/images/I/71y2FPpyr0L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","26.99","https://www.amazon.com/dp/B09YRM2VVT"
"Large Electric Heating Pad for Back, Shoulder, Neck Pain and Cramps Relief - Soft Comfy Fabric Cushion Heat Pad with Auto Shut Off – Hot Quick Heated Pad - 6 Heat Level and 3 Timer Settings [12""x24""]","B089D11S8J","Keniapu","4.8","12277","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/91GBSEmUAKL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B089D11S8J"
"Sunbeam USB Heating Pad for Back, Shoulder, Arm, and Leg Pain Relief with Power Bank Pocket and Auto Shut Off, 12.5 x 7.5"", Grey","B08RMN5KZX","Sunbeam","3.7","1122","https://images-na.ssl-images-amazon.com/images/I/91SNdTJfBvL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","The Sunbeam GoHeat USB Powered Heating Pad allows you to choose your power source* for pain relief on the go. The compact heating pad uses a type A USB connector that is compatible with Your Own power bank, computer, car USB port, or wall adapter (not included). The 58-inch extension cord allows you to move freely and go cordless by connecting to Your Own power bank (not included) and placing it into the integrated pocket. The 12.5 x 7.5-inch flexible pad neatly rolls to fit into small bags and purses.​ A 55-inch adjustable strap brings secure, targeted heat therapy to your back, arms, legs, or shoulders, and 3 heat settings offer customized treatment. The Micromink pad and adjustable strap are fully machine washable for easy care—just disconnect from extension cord and power source. Pad must be connected to power source at all times during heat therapy treatment. *For optimal heat performance, use a 2A power source.",,"$","25.99","https://www.amazon.com/dp/B08RMN5KZX"
"UPHEAT: REATHLETE Heating Pad for Back Pain Relief | Wireless, Portable Weighted Heating Pad w/ 14 Jade Stones for Deep Effect | Back & Neck Heating Pad for Lower Back Pain Relief & Neck Pain Relief","B09PRH89JK","REATHLETE","5","1","https://images-na.ssl-images-amazon.com/images/I/81WULVXxebL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B09PRH89JK"
"Thermophore Classic Heat Pack (Model 055) 14"" X 27"" Tan","B000ZHNKM8","Thermophore","4.5","1866","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/61d5f-MF7cL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","The Thermophore brand is owned by the Battle Creek Equipment Company where we take a great deal of pride in manufacturing the majority of our products right here in the USA. And as a family-owned businesss, we have been doing so for over eighty-five years! We focus on offering the best hot & cold therapy products possible and providing REAL drug-free pain relief solutions. To make sure we do this right, we stick to our manufacturing and use a world class third party fulfillment company to manage your order and ship it to you quickly and efficiently. Thermophore brand heating pads can offer you the pain relief you need without having to take any pain medications! Try ""moist heat application"" from our Thermophore Automatic Moist Heat Pack to soothe those tired and sore muscle groups or to relieve chronic pain from arthritis and other afflictions.Thermophore Classic Automatic Moist Heat Pack is designed with a special hand-held switch. Just press for heat, release to cool and alternate as often as you like. This let's you ramp up to full heat therapy. If you happen to doze off and your hand relaxes, the unit will cool as a safety feature. Almost two times the size of most standard heating pads and twice the weight, the Thermophore Moist Heat Pad provides an area of heat therapy large enough to cover the entire spine, the length of a hip and leg, or both shoulders. Help relieve pain and relax all associated muscles. Size: 14 by 27 inches: Weight: 4 lbs Cord Length: 9-1/2 feet Max temp: The pads can run between 150 to 165°F. Electrical Specifications: 110 Volts; 150 Watts - 60 HZ A.C. Recommended Application Time: 20 - 25 minutes at a time. *Note: It is not recommended to lay on this or any heating pad. The Thermophore 055 Moist Heat Pad provides a large area of heat therapy large enough to cover the entire spine, the length of a hip and leg, or both shoulders. Helps relieve pain and relax all associated muscles.",,,,"https://www.amazon.com/dp/B000ZHNKM8"
"Heating Pad for Back Pain Relief, EVAJOY 33''×17'' Extra Large Electric Heating Pads for Cramps Neck and Shoulders,Moist & Dry Heat Therapy,2H Auto Off , 6 Temperature Settings, Machine Washable","B09NLKSQTT","Evajoy","4.4","284","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/81sJXCnnRqL.__AC_SY300_SX300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B09NLKSQTT"
"Heating Pad for Back Pain Relief, Fast Heat Heating Pad with Ultra-Soft Short Plush, 3 Heat Settings , Two-Hour Auto Shut Off and Machine Washable - Hot Electric Heating Pad, 24-inch x 12-inch","B07XBXQ51C","HELLOMOTO","4.6","396","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/71OUegkP93L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07XBXQ51C"
"Weighted Heating Pad, Comfytemp 12x 24"" Electric Heating Pad for Back Pain Relief with 9 Heat Settings | 11 Auto-Off | Stay on | Backlight, 2.2lb XL Heat Pad for Shoulders and Cramps Relief, Washable","B08QZK68BY","Comfytemp","4.3","6562","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/81zpuIS-j3S.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","42.99","https://www.amazon.com/dp/B08QZK68BY"
"Heating Pad for Neck and Shoulders Pain Relief, Comfytemp 20""x24"" Electric Heated Neck Wrap for Upper Back with Auto Off, 3 Heat Settings, Flannel, Moist Heat Therapy for Cramps - Machine Washable","B08798V6Z2","AlierGo","4.3","1454","https://images-na.ssl-images-amazon.com/images/I/71GXFuY1TvL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B08798V6Z2"
"GOQOTOMO Heating Pad Fast-Heating Technology for Back/Waist/Abdomen/Sh-oulder/Neck Pain and Cramps Relief - Moist and Dry Heat Therapy with Auto-Off Hot Heated Pad by-Colorful","B08NK4Q72S","GOQOTOMO","4.7","514","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T1/images/I/71XtkyORt8L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","24.99","https://www.amazon.com/dp/B08NK4Q72S"
"XXX-Large King Heating Pad for Pain Relief, 17"" X 33"" Fast-Heat Neck & Shoulder Machine-Washable Pad - 6 Temperature Settings, Auto Shut-Off, Moist Heat Therapy Option","B09KTZ2VRW","Siinsay","4.6","1177","https://images-na.ssl-images-amazon.com/images/I/818z3TnQgEL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B09KTZ2VRW"
"Cure Choice Large Electric Heating Pad for Back Pain Relief + Storage Pouch, Ultra Soft 12""x24"" Heating pad for Muscle Cramps - Heated Pad with Adjustable Temperature Settings, Safe Auto Shut.(Blue)","B07Q5VTMFV","CURE CHOICE","4.5","18460","https://images-na.ssl-images-amazon.com/images/I/81XooJI1EOL.__AC_SY300_SX300_QL70_ML2_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","34.95","https://www.amazon.com/dp/B07Q5VTMFV"
"UTK Full Body Size Infrared Heating Pad for Pain Relief, Ultra Soft Heating Mat, EMF Free,Gentle Healing Pain,Smart Controller with Memory Function,Super Large [71""x32""]","B07WCLM184","UTK","4.1","432","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/61OpFjwYSlL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B07WCLM184"
"Calming Heat Massaging Weighted Heating Pad by Sharper Image- Weighted Electric Heating Pad with Massaging Vibrations, 6 Settings- 3 Heat, 3 Massage- 9 Relaxing Combinations, 12” x 24”, 4 lbs","B085QKQMP1","Calming Comfort","4.2","16679","https://images-na.ssl-images-amazon.com/images/W/WEBP_402378-T2/images/I/81jz3QIfoyL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B085QKQMP1"
"Sunbeam Heating Pad for Back, Neck, Legs and Shoulder Pain Relief with AdvancedHeat Technology and Auto Shut Off, 4 Heat Settings, 12 x 15"", Black","B09T4VX14C","Sunbeam","4.4","27","https://images-na.ssl-images-amazon.com/images/I/61V3I-z1K-L.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads","Get tough relief for tough pain with the Sunbeam AdvancedHeat Heating Pad. The 12 x 15-inch standard-sized heating pad penetrates heat 2x deeper and 2x faster for more effective relief* to your back, arms, legs, and shoulders. The dual-layered graphene material inside of the heating pad uses AdvancedHeat technology, which was designed to concentrate heat with deeper penetration for tough relief from tough muscle and joint pain. Feel the heat in seconds with hotter and faster heat!* Use the easily accessible attached controller to enjoy customized treatment with 4 heat settings, and 2-hour auto-shutoff. Plus, the heating pad features an extra-long, 9-foot cord. The Sunbeam heating pad's soft, plush fabric was designed for maximum comfort and is machine washable and dryer-safe—just remove the controller! Looking for even deeper pain relief? Try moist heat therapy by spraying the pad with water for deep, penetrating pain relief. *compared to Sunbeam XpressHeat",,"$","42.99","https://www.amazon.com/dp/B09T4VX14C"
"Snailax Heating Pad for Back Pain Relif, 6 Temperature Settings & Auto Shut Off,17”x33"", Washable Heat Pads for Abdomen,Feet,Back,Cramp, Under Desk,Office,Home(Green)","B09V24CKFB","Snailax","4.5","329","https://images-na.ssl-images-amazon.com/images/I/81N03pzERXL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","39.99","https://www.amazon.com/dp/B09V24CKFB"
"HealthyLine Far Infrared Heating Pad - Natural Jade and Tourmaline Stones - Easy to Roll-up - Mesh JT Mat Full 7224 Soft Light InfraMat Pro®","B01NAHWXZB","HealthyLine","4.6","623","https://images-na.ssl-images-amazon.com/images/I/81t75JnutOL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,,,"https://www.amazon.com/dp/B01NAHWXZB"
"Bedsure Heating Pad for Neck & Shoulders - Neck Heating Pad with Auto Shut Off, Electric Heating Pad for Cramps, Fast Heating Pad with Graphene Film Inside, 24” x 22”, Grey","B09YRGDFTZ","BEDSURE","4.4","533","https://images-na.ssl-images-amazon.com/images/I/91lGcfgDUzL.__AC_SX300_SY300_QL70_FMwebp_.jpg","Health & Household › Health Care › OTC Medications & Treatments › Pain Relievers › Hot & Cold Therapies › Heating Pads",,,"$","54.99","https://www.amazon.com/dp/B09YRGDFTZ"
